Name,EX,EW,Subtotal (EX+EW),CR(PE),CR(PEW),Subtotal (EX+EW+ CR(PE)+CR(PEW)),CR,EN,VU,Subtotal (threatened spp.),LR/cd,NT or LR/nt,LC or LR/lc,DD,Total,species,CODE
Tunisia,0,0,0,0,0,0,3,3,6,12,0,24,306,9,351,plant,TUN
Hungary,0,0,0,0,0,0,0,3,15,18,0,8,20,1,47,fungus,HUN
Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,TUN
Western Sahara,0,1,1,0,0,1,7,22,36,65,0,36,930,102,"1,134",animal,ESH
Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,32,0,32,plant,ESH
Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,ESH
Iceland,0,0,0,0,0,0,0,0,6,6,0,3,19,0,28,fungus,ISL
Canada,9,0,9,3,0,12,18,32,84,134,0,64,"1,902",87,"2,196",animal,CAN
Canada,1,0,1,0,0,1,6,6,9,21,0,17,992,13,"1,044",plant,CAN
India,0,0,0,0,0,0,0,1,2,3,0,2,12,0,17,fungus,IND
Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,CAN
Saint Pierre and Miquelon,0,0,0,0,0,0,2,4,16,22,0,16,403,17,458,animal,SPM
Saint Pierre and Miquelon,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,plant,SPM
Saint Pierre and Miquelon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,SPM
Indonesia,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,fungus,IDN
United States,237,4,241,29,0,270,224,298,566,"1,088",5,336,"5,719",609,"7,998",animal,USA
United States,34,5,39,14,12,65,306,197,127,630,0,74,"1,935",36,"2,714",plant,USA
"Iran, Islamic Republic of",0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,fungus,IRN
United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,USA
Belarus,0,0,0,0,0,0,3,2,21,26,0,38,482,8,554,animal,BLR
Belarus,0,0,0,0,0,0,1,1,0,2,0,2,243,13,260,plant,BLR
Iraq,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fungus,IRQ
Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,BLR
Bolivia,1,3,4,0,1,5,15,86,127,228,1,46,"1,968",67,"2,314",plant,BOL
Bolivia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,BOL
Ireland,0,0,0,0,0,0,0,2,17,19,0,3,29,0,51,fungus,IRL
Disputed Territory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,None
Russian Federation,3,1,4,2,0,6,28,49,111,188,0,118,"1,735",233,"2,278",animal,RUS
Russian Federation,0,0,0,0,0,0,8,30,28,66,0,22,677,57,822,plant,RUS
Isle of Man,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,fungus,IMN
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,RUS
Ukraine,2,0,2,1,0,3,12,26,56,94,0,66,889,78,"1,129",animal,UKR
Ukraine,1,0,1,0,0,1,3,14,12,29,0,8,433,51,522,plant,UKR
Israel,0,0,0,0,0,0,0,0,1,1,0,1,4,0,6,fungus,ISR
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,UKR
American Samoa,1,0,1,0,0,1,3,20,77,100,3,82,"1,248",57,"1,491",animal,ASM
American Samoa,0,0,0,0,0,0,0,1,1,2,0,4,74,0,80,plant,ASM
American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,ASM
Italy,0,0,0,0,0,0,1,8,35,44,0,19,41,0,104,fungus,ITA
Australia,42,0,42,7,0,49,138,255,613,"1,006",3,442,"5,868",661,"8,022",animal,AUS
Australia,3,0,3,2,0,5,92,266,382,740,3,245,"2,512",76,"3,579",plant,AUS
Jamaica,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fungus,JAM
Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,AUS
Christmas Island,4,2,6,1,0,7,3,16,30,49,0,29,939,31,"1,054",animal,CXR
Christmas Island,0,0,0,0,0,0,0,0,2,2,0,0,43,0,45,plant,CXR
Christmas Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,CXR
Japan,0,0,0,0,0,0,0,4,8,12,0,9,25,2,48,fungus,JPN
Cocos (Keeling) Islands,0,0,0,0,0,0,1,13,33,47,0,26,842,31,946,animal,CCK
Cocos (Keeling) Islands,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,plant,CCK
Cocos (Keeling) Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,CCK
Jersey,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,fungus,JEY
Cook Islands,15,0,15,0,0,15,1,15,53,69,1,52,"1,011",50,"1,198",animal,COK
Cook Islands,1,0,1,0,0,1,8,2,2,12,0,0,49,3,65,plant,COK
Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,COK
Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,JOR
Fiji,1,0,1,5,0,6,28,52,166,246,3,163,"1,809",132,"2,354",animal,FJI
Fiji,1,0,1,0,1,2,30,24,36,90,0,17,236,21,365,plant,FJI
Fiji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,FJI
Kazakhstan,0,0,0,0,0,0,0,0,1,1,0,3,4,1,9,fungus,KAZ
French Polynesia,60,11,71,2,0,73,46,26,67,139,2,62,"1,290",107,"1,671",animal,PYF
French Polynesia,2,1,3,0,0,3,29,5,18,52,0,16,119,35,225,plant,PYF
French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,PYF
Kenya,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,fungus,KEN
Guam,5,1,6,0,0,6,8,26,72,106,2,91,"1,220",105,"1,530",animal,GUM
Guam,0,0,0,0,0,0,1,2,2,5,0,1,45,1,52,plant,GUM
Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,GUM
Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,KIR
Kiribati,1,0,1,0,0,1,0,17,96,113,3,117,"1,277",63,"1,574",animal,KIR
Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,29,0,29,plant,KIR
Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,KIR
"Korea, Democratic People's Republic of",0,0,0,0,0,0,0,1,1,2,0,0,13,0,15,fungus,PRK
Marshall Islands,0,0,0,0,0,0,1,14,94,109,3,118,"1,325",63,"1,618",animal,MHL
Marshall Islands,0,0,0,0,0,0,0,0,0,0,0,1,33,0,34,plant,MHL
Marshall Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,MHL
"Korea, Republic of",0,0,0,0,0,0,0,1,2,3,0,4,17,0,24,fungus,KOR
"Micronesia, Federated States of",2,0,2,1,0,3,6,29,139,174,3,148,"1,641",126,"2,094",animal,FSM
"Micronesia, Federated States of",0,0,0,0,0,0,1,3,3,7,0,4,113,2,126,plant,FSM
"Micronesia, Federated States of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,FSM
Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fungus,KWT
Nauru,0,0,0,0,0,0,1,10,79,90,0,110,"1,032",39,"1,271",animal,NRU
Nauru,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,plant,NRU
Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,NRU
Kyrgyzstan,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,fungus,KGZ
New Caledonia,5,0,5,3,0,8,41,56,159,256,3,163,"2,187",182,"2,796",animal,NCL
New Caledonia,4,0,4,9,0,13,134,235,223,592,5,143,491,40,"1,275",plant,NCL
Lao People's Democratic Republic,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,fungus,LAO
New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,NCL
New Zealand,23,0,23,7,0,30,45,77,109,231,0,66,"1,066",210,"1,596",animal,NZL
New Zealand,6,0,6,0,0,6,4,5,12,21,2,19,124,2,174,plant,NZL
Latvia,0,0,0,0,0,0,0,0,9,9,0,3,11,0,23,fungus,LVA
New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,NZL
Niue,0,0,0,0,0,0,1,13,44,58,0,54,885,34,"1,031",animal,NIU
Niue,0,0,0,0,0,0,0,1,0,1,0,0,41,0,42,plant,NIU
Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,NIU
Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,LBN
Norfolk Island,8,0,8,0,0,8,2,11,36,49,0,28,637,27,749,animal,NFK
Norfolk Island,1,0,1,0,0,1,1,0,1,2,0,0,16,0,19,plant,NFK
Norfolk Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,NFK
Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,LSO
Northern Mariana Islands,2,0,2,0,0,2,9,24,72,105,3,91,"1,293",70,"1,564",animal,MNP
Northern Mariana Islands,0,0,0,0,0,0,2,2,2,6,0,1,56,0,63,plant,MNP
Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,MNP
Liberia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,LBR
Palau,1,0,1,13,0,14,28,35,128,191,4,146,"1,884",107,"2,333",animal,PLW
Palau,0,0,0,0,0,0,0,2,3,5,0,3,96,2,106,plant,PLW
Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,PLW
Libya,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,fungus,LBY
Papua New Guinea,1,0,1,2,0,3,49,87,301,437,3,284,"4,051",525,"5,301",animal,PNG
Papua New Guinea,0,0,0,22,1,23,103,180,211,494,0,99,"1,417",321,"2,331",plant,PNG
Liechtenstein,0,0,0,0,0,0,0,0,4,4,0,0,1,0,5,fungus,LIE
Papua New Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,PNG
Pitcairn,0,0,0,0,0,0,1,8,28,37,1,25,523,27,613,animal,PCN
Pitcairn,0,1,1,0,0,1,2,2,5,9,0,0,23,0,33,plant,PCN
Pitcairn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,PCN
Lithuania,0,0,0,0,0,0,0,2,11,13,0,6,12,0,31,fungus,LTU
Samoa,2,0,2,0,0,2,5,20,75,100,3,85,"1,344",78,"1,612",animal,WSM
Samoa,0,0,0,1,0,1,3,2,2,7,0,4,101,0,112,plant,WSM
Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,WSM
Luxembourg,0,0,0,0,0,0,0,0,2,2,0,1,29,0,32,fungus,LUX
Solomon Islands,2,0,2,3,0,5,15,39,189,243,3,201,"2,210",145,"2,804",animal,SLB
Solomon Islands,0,0,0,0,0,0,0,6,20,26,0,19,329,21,395,plant,SLB
Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,SLB
Macao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,MAC
Tokelau,0,0,0,0,0,0,1,11,46,58,2,58,899,34,"1,051",animal,TKL
Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,plant,TKL
Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,TKL
Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,MDG
Tonga,2,0,2,2,0,4,5,20,68,93,3,70,"1,418",59,"1,645",animal,TON
Tonga,0,0,0,0,0,0,1,2,4,7,0,1,103,1,112,plant,TON
Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,TON
Malawi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,MWI
Tuvalu,0,0,0,0,0,0,1,14,87,102,3,113,"1,094",46,"1,358",animal,TUV
Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,plant,TUV
Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,TUV
Malaysia,0,0,0,0,0,0,0,2,2,4,0,0,1,1,6,fungus,MYS
United States Minor Outlying Islands,1,0,1,0,0,1,4,9,63,76,1,75,"1,256",53,"1,462",animal,UMI
United States Minor Outlying Islands,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,plant,UMI
United States Minor Outlying Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,UMI
Maldives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,MDV
Vanuatu,1,0,1,0,0,1,2,23,114,139,3,135,"1,804",96,"2,178",animal,VUT
Vanuatu,0,0,0,0,0,0,1,4,5,10,1,9,159,2,181,plant,VUT
Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,VUT
Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,MLI
Wallis and Futuna,0,0,0,0,0,0,2,13,78,93,0,94,"1,201",50,"1,438",animal,WLF
Wallis and Futuna,0,0,0,0,0,0,0,0,1,1,0,1,55,0,57,plant,WLF
Wallis and Futuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,WLF
Malta,0,0,0,0,0,0,0,0,1,1,0,1,1,0,3,fungus,MLT
Argentina,3,3,6,6,0,12,41,69,118,228,0,127,"2,211",178,"2,750",animal,ARG
Argentina,0,1,1,0,0,1,7,21,44,72,0,23,777,22,895,plant,ARG
Marshall Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,MHL
Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,ARG
Disputed Territory,0,0,0,0,0,0,1,5,14,20,0,5,"1,086",34,"1,145",animal,None
Disputed Territory,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,plant,None
Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,MTQ
Disputed Territory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,None
Brazil,11,2,13,11,0,24,105,144,287,536,9,230,"4,768",700,"6,256",animal,BRA
Brazil,5,3,8,7,2,17,184,431,353,968,22,164,"3,774",247,"5,183",plant,BRA
Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fungus,MRT
Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,BRA
Chile,1,0,1,3,0,4,25,62,81,168,0,84,"1,302",201,"1,756",animal,CHL
Chile,1,3,4,0,0,4,23,30,33,86,1,18,242,7,358,plant,CHL
Mauritius,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,fungus,MUS
Chile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,CHL
Colombia,1,0,1,40,2,43,126,227,361,714,2,259,"5,283",586,"6,845",animal,COL
Colombia,2,4,6,1,1,8,169,299,245,713,3,131,"3,317",98,"4,268",plant,COL
Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,MYT
Colombia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,COL
Ecuador,3,6,9,48,0,57,271,743,955,"1,969",1,279,"2,130",336,"4,724",plant,ECU
Ecuador,8,0,8,41,0,49,112,164,296,572,2,207,"3,527",371,"4,687",animal,ECU
Ecuador,0,0,0,4,0,4,4,1,1,6,0,0,0,9,15,chromist,ECU
Mexico,0,0,0,0,0,0,1,1,4,6,0,3,19,1,29,fungus,MEX
Falkland Islands (Malvinas),1,0,1,0,0,1,0,8,11,19,0,10,281,17,328,animal,FLK
Falkland Islands (Malvinas),0,0,0,0,0,0,0,5,0,5,0,1,20,1,27,plant,FLK
"Micronesia, Federated States of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,FSM
Falkland Islands (Malvinas),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,FLK
French Guiana,0,0,0,0,0,0,13,16,45,74,1,46,"2,081",93,"2,295",animal,GUF
French Guiana,0,0,0,0,0,0,4,3,13,20,1,4,"1,224",16,"1,265",plant,GUF
Moldova,1,0,1,0,0,1,6,5,22,33,0,33,442,6,515,animal,MDA
French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,GUF
Guyana,0,0,0,0,0,0,14,28,61,103,2,57,"2,281",109,"2,552",animal,GUY
Guyana,0,0,0,0,0,0,3,9,23,35,1,11,"1,452",22,"1,521",plant,GUY
Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,MCO
Guyana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,GUY
Paraguay,0,3,3,2,0,5,7,12,30,49,0,61,"1,106",38,"1,257",animal,PRY
Paraguay,0,0,0,0,0,0,3,6,11,20,0,10,564,11,605,plant,PRY
Mongolia,0,0,0,0,0,0,0,1,3,4,0,0,6,1,11,fungus,MNG
Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,PRY
Peru,1,0,1,10,0,11,58,155,209,422,2,204,"3,891",474,"4,994",animal,PER
Peru,1,3,4,0,0,4,40,132,300,472,4,72,"2,355",124,"3,031",plant,PER
Montenegro,0,0,0,0,0,0,0,0,4,4,0,2,3,0,9,fungus,MNE
Peru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,PER
Suriname,0,0,0,0,0,0,10,17,45,72,0,53,"2,141",95,"2,361",animal,SUR
Suriname,0,0,0,0,0,0,1,3,25,29,0,5,"1,175",13,"1,222",plant,SUR
Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,SUR
Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,MSR
Uruguay,2,0,2,2,0,4,21,30,60,111,0,51,988,64,"1,216",animal,URY
Uruguay,0,0,0,0,0,0,4,5,13,22,0,2,254,6,284,plant,URY
Morocco,0,0,0,0,0,0,0,1,4,5,0,2,4,0,11,fungus,MAR
Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,URY
"Venezuela, Bolivarian Republic of",1,0,1,11,0,12,58,108,170,336,1,168,"3,758",316,"4,580",animal,VEN
"Venezuela, Bolivarian Republic of",0,0,0,1,0,1,29,45,94,168,1,75,"2,470",142,"2,856",plant,VEN
Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,MOZ
"Venezuela, Bolivarian Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,VEN
Bangladesh,0,1,1,0,0,1,31,54,76,161,0,78,"1,617",107,"1,964",animal,BGD
Bangladesh,0,0,0,0,0,0,5,9,15,29,0,11,578,14,632,plant,BGD
Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,BGD
Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,MMR
Bhutan,0,0,0,0,0,0,7,17,34,58,0,40,714,6,818,animal,BTN
Bhutan,1,0,1,1,0,2,13,19,16,48,0,15,577,31,672,plant,BTN
Namibia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fungus,NAM
Bhutan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,BTN
British Indian Ocean Territory,0,0,0,0,0,0,3,14,78,95,2,103,"1,063",46,"1,309",animal,IOT
British Indian Ocean Territory,0,0,0,0,0,0,0,0,0,0,0,1,19,0,20,plant,IOT
British Indian Ocean Territory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,IOT
Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,NRU
Brunei Darussalam,0,0,0,0,0,0,13,42,84,139,0,126,"1,588",87,"1,940",animal,BRN
Brunei Darussalam,0,0,0,0,0,0,10,47,113,170,3,80,411,10,674,plant,BRN
Brunei Darussalam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,BRN
Nepal,0,0,0,0,0,0,0,0,2,2,0,0,3,0,5,fungus,NPL
Cambodia,0,0,0,1,0,1,35,60,160,255,0,169,"2,157",187,"2,768",animal,KHM
Cambodia,0,0,0,0,0,0,3,19,20,42,0,19,578,19,658,plant,KHM
Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,KHM
Netherlands,0,0,0,0,0,0,0,2,24,26,0,9,35,0,70,fungus,NLD
Moldova,0,0,0,0,0,0,0,0,2,2,0,4,208,13,227,plant,MDA
